AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,NAME_CONTRACT_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_RATING_CLIENT,REG_REGION_NOT_WORK_REGION,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
154300.0,622600.0,38860.0,-22232,-3878,2,Cash loans,Pensioner,Higher education,Widow,House / apartment,2,0,N,Y,0
114900.0,375400.0,24070.0,-12837,-6262,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,1
91400.0,181500.0,8250.0,-15327,-320,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,1
176600.0,365800.0,19700.0,-11302,-43,1,Cash loans,Commercial associate,Secondary / secondary special,Married,Rented apartment,3,0,N,Y,1
81900.0,270000.0,17990.0,-17963,-452,1,Cash loans,Working,Incomplete higher,Married,House / apartment,2,0,Y,Y,1
89600.0,240600.0,14940.0,-23403,-1628,4,Cash loans,Pensioner,Secondary / secondary special,Separated,House / apartment,2,0,N,N,0
262100.0,627900.0,28280.0,-17368,-348,1,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,0,Y,Y,0
380900.0,1165100.0,64160.0,-13420,-3047,1,Revolving loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2,1,N,N,1
179300.0,645400.0,42580.0,-18081,-959,5,Cash loans,Commercial associate,Secondary / secondary special,Widow,House / apartment,2,0,N,Y,0
256100.0,727200.0,38860.0,-9645,-1722,2,Cash loans,Pensioner,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
130200.0,516500.0,32940.0,-21951,-1110,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
75400.0,286100.0,15700.0,-15755,-4266,3,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,N,N,0
200000.0,756900.0,33890.0,-14891,-65,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
195800.0,873300.0,40040.0,-17085,-2386,1,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
152600.0,396300.0,17130.0,-17711,-1928,2,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,N,0
130500.0,462100.0,21750.0,-8823,-1914,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,1,N,N,0
238300.0,979400.0,63890.0,-18640,-975,3,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
90000.0,302800.0,17840.0,-11558,-36,2,Cash loans,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,Y,N,0
100000.0,393200.0,24070.0,-19144,-2134,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,1,N,Y,1
89000.0,259800.0,15110.0,-20889,-3230,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,1,N,N,1
153700.0,521700.0,27150.0,-20590,-162,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,1,N,N,0
85500.0,166800.0,7950.0,-16549,-1064,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
104600.0,466700.0,30830.0,-16029,-324,4,Cash loans,Working,Higher education,Married,House / apartment,3,0,Y,Y,1
103500.0,409900.0,22700.0,-9966,-1724,5,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
129300.0,536000.0,29220.0,-20130,-2812,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,3,0,N,Y,0
70000.0,257200.0,17460.0,-12032,-2006,5,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,Y,N,1
153800.0,354100.0,18410.0,-15652,-699,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
274800.0,517700.0,33240.0,-12238,-274,3,Cash loans,Commercial associate,Secondary / secondary special,Separated,House / apartment,2,1,N,Y,0
157600.0,651600.0,41980.0,-9821,-2887,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,1
318300.0,913600.0,43900.0,-17787,-714,2,Revolving loans,State servant,Secondary / secondary special,Single / not married,House / apartment,3,0,N,Y,1
286900.0,720800.0,32050.0,-8543,-40,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,1,N,N,0
217300.0,720700.0,48550.0,-19701,-1547,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
152900.0,449000.0,23830.0,-12774,-517,3,Cash loans,Working,Higher education,Single / not married,House / apartment,3,0,Y,Y,0
148900.0,530000.0,22290.0,-7672,-1097,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
215800.0,670300.0,36850.0,-15884,-282,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,0
121100.0,446000.0,25910.0,-8423,-1042,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
57500.0,236000.0,14670.0,-12108,-533,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,1,Y,Y,0
188300.0,438400.0,29160.0,-19032,-2136,3,Revolving loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,1
83700.0,225100.0,14810.0,-8677,-1452,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,Y,Y,0
91000.0,271100.0,18010.0,-21159,-2858,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
147300.0,647800.0,27750.0,-7731,-1120,4,Cash loans,State servant,Higher education,Married,House / apartment,2,0,N,Y,0
140400.0,391200.0,23670.0,-11636,-36,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
72700.0,205700.0,9850.0,-19577,-442,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
160000.0,570300.0,26730.0,-12753,-6178,2,Cash loans,Working,Incomplete higher,Widow,House / apartment,3,1,N,Y,1
238700.0,699800.0,43950.0,-9307,-949,4,Cash loans,Working,Secondary / secondary special,Civil marriage,Municipal apartment,3,0,N,Y,0
83800.0,366100.0,19350.0,-13459,-1768,1,Revolving loans,Working,Higher education,Married,House / apartment,2,1,Y,N,0
278200.0,1172600.0,77190.0,-12015,-4297,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,Y,Y,1
67500.0,215100.0,9270.0,-21213,-37,1,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,2,1,N,Y,0
424500.0,1503100.0,94480.0,-12706,-1968,1,Cash loans,Working,Higher education,Married,House / apartment,2,1,Y,N,0
119900.0,234600.0,10690.0,-20349,-621,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
158400.0,582700.0,27150.0,-22003,-598,2,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,3,0,Y,Y,0
57200.0,212200.0,11550.0,-14642,-465,3,Revolving loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
142800.0,395500.0,20680.0,-22293,-3159,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,1,N,Y,0
165100.0,395100.0,21590.0,-13734,-852,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,0,N,N,0
141100.0,602600.0,40040.0,-23163,-126,4,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
111100.0,328000.0,19380.0,-9105,-186,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
91700.0,326900.0,16200.0,-18711,-293,1,Revolving loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,N,1
259200.0,489900.0,22780.0,-15606,-4185,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
149600.0,436500.0,23100.0,-13900,-1018,1,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,1,N,Y,0
318200.0,1274900.0,68520.0,-17838,-4524,1,Cash loans,Pensioner,Higher education,Married,House / apartment,1,0,Y,N,0
113200.0,322200.0,18570.0,-18981,-3106,2,Cash loans,Working,Higher education,Married,House / apartment,1,1,Y,N,1
118500.0,406300.0,19870.0,-7740,-1165,3,Cash loans,Commercial associate,Secondary / secondary special,Widow,House / apartment,2,0,N,N,0
221400.0,524000.0,32460.0,-10353,-617,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,Y,N,0
65400.0,191300.0,8520.0,-19129,-578,2,Cash loans,Commercial associate,Secondary / secondary special,Widow,House / apartment,3,0,N,N,0
80300.0,345700.0,19560.0,-18379,-1499,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
254900.0,848700.0,49400.0,-23195,-988,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
82000.0,347300.0,16450.0,-19900,-1299,4,Cash loans,Working,Higher education,Single / not married,House / apartment,2,1,N,N,0
59300.0,251200.0,15950.0,-22950,-99,5,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,N,1
374800.0,1630100.0,94550.0,-18960,-6503,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,N,N,1
73400.0,309600.0,18200.0,-12460,-109,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,1
161500.0,292100.0,16050.0,-9363,-359,2,Cash loans,Working,Higher education,Married,House / apartment,1,0,N,N,0
152400.0,658600.0,43240.0,-20234,-2070,2,Cash loans,Working,Higher education,Married,With parents,2,0,Y,Y,0
45000.0,97700.0,5870.0,-18022,-308,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,0
128800.0,245700.0,12760.0,-8444,-206,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,1,N,N,0
184300.0,359300.0,17320.0,-13456,-304,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,1,0,N,N,0
175800.0,482100.0,21140.0,-23046,-116,5,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
231400.0,804400.0,37240.0,-15712,-528,1,Cash loans,Working,Higher education,Married,House / apartment,1,0,Y,Y,0
121300.0,350100.0,23740.0,-14624,-577,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,1
210300.0,393000.0,20660.0,-15025,-1260,2,Revolving loans,Working,Lower secondary,Married,House / apartment,2,0,N,Y,0
104300.0,321900.0,21040.0,-11027,-1054,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,1
72700.0,217600.0,10100.0,-13595,-1172,1,Cash loans,Working,Secondary / secondary special,Married,With parents,2,0,N,N,0
77000.0,295900.0,15700.0,-13613,-1748,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
70900.0,181100.0,12130.0,-8511,-479,2,Revolving loans,Commercial associate,Incomplete higher,Single / not married,House / apartment,2,0,N,N,0
244000.0,582500.0,25850.0,-20005,-264,2,Revolving loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,N,Y,0
69100.0,172100.0,9890.0,-14363,-3855,2,Revolving loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
168900.0,442500.0,29160.0,-20883,-1835,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,1
128900.0,440500.0,29380.0,-21336,-114,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
139900.0,429900.0,27510.0,-11077,-4502,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,1
291200.0,789000.0,50700.0,-18234,-2157,3,Cash loans,Commercial associate,Lower secondary,Married,House / apartment,2,0,N,Y,0
118300.0,332500.0,19600.0,-15260,-300,3,Cash loans,Commercial associate,Secondary / secondary special,Widow,House / apartment,2,0,Y,Y,0
199900.0,560000.0,26730.0,-21815,-6351,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,1
150100.0,664300.0,40520.0,-11137,-830,2,Revolving loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
136500.0,331600.0,22360.0,-18563,-7611,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,Y,1
465100.0,1864500.0,103800.0,-17437,-199,2,Cash loans,Commercial associate,Incomplete higher,Married,House / apartment,3,0,N,N,0
71600.0,265800.0,12970.0,-12416,-318,2,Cash loans,Working,Higher education,Single / not married,With parents,2,1,Y,Y,1
280600.0,509300.0,28980.0,-9865,-1956,3,Cash loans,Pensioner,Secondary / secondary special,Married,With parents,2,0,Y,N,0
204500.0,916500.0,54950.0,-18142,-40,1,Cash loans,Working,Lower secondary,Married,House / apartment,2,0,N,Y,0
115900.0,445300.0,21110.0,-19540,-36,2,Cash loans,Working,Higher education,Separated,House / apartment,2,1,Y,Y,0
332600.0,1211500.0,73540.0,-12742,-2867,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,N,Y,0
58500.0,169300.0,9700.0,-18033,-335,4,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,1
113400.0,374100.0,21670.0,-14020,-4585,2,Cash loans,Working,Incomplete higher,Widow,House / apartment,2,0,N,Y,0
80500.0,199900.0,9990.0,-19132,-1013,3,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,3,0,N,Y,0
181000.0,343100.0,15800.0,-10871,-3777,2,Cash loans,Working,Secondary / secondary special,Married,Rented apartment,2,0,Y,Y,0
84400.0,342400.0,19930.0,-21976,-987,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,1
182900.0,771900.0,44190.0,-12289,-1379,4,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
134200.0,300400.0,15260.0,-13580,-694,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,1,Y,Y,0
115900.0,454900.0,22610.0,-8603,-1959,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
178900.0,680000.0,34700.0,-9462,-699,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
128800.0,293900.0,16090.0,-15960,-461,4,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
85400.0,251000.0,16900.0,-11970,-154,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
597600.0,1757800.0,108720.0,-21097,-108,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
115400.0,444500.0,28510.0,-7906,-667,3,Cash loans,Working,Secondary / secondary special,Married,Municipal apartment,2,1,Y,Y,0
48600.0,197400.0,10890.0,-13762,-2435,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,1,N,N,0
96700.0,198800.0,11070.0,-13091,-420,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
78100.0,259300.0,12270.0,-7980,-649,2,Cash loans,Working,Secondary / secondary special,Widow,House / apartment,2,0,N,Y,0
222600.0,858500.0,52150.0,-9668,-3094,1,Cash loans,Commercial associate,Higher education,Civil marriage,House / apartment,2,1,N,Y,0
173000.0,678600.0,35940.0,-14317,-1861,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
179800.0,395500.0,24250.0,-15591,-4606,3,Cash loans,Pensioner,Higher education,Married,House / apartment,2,1,Y,Y,0
122400.0,394000.0,20740.0,-14167,-4422,2,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,1,Y,Y,1
128100.0,527200.0,23630.0,-16202,-119,1,Cash loans,Working,Higher education,Single / not married,House / apartment,1,0,Y,N,0
122300.0,325300.0,15130.0,-17234,-5663,2,Revolving loans,Pensioner,Higher education,Married,House / apartment,2,0,N,Y,0
141400.0,416800.0,26300.0,-7829,-95,5,Cash loans,Pensioner,Incomplete higher,Single / not married,House / apartment,3,0,N,Y,0
223600.0,888100.0,43270.0,-15128,-4745,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,N,N,0
174200.0,355600.0,17380.0,-23154,-1445,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,0
189100.0,779200.0,51550.0,-16011,-1391,5,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,2,1,Y,Y,1
189100.0,499200.0,29500.0,-18559,-2281,4,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,1,1,N,Y,0
229200.0,413500.0,18600.0,-12682,-3860,3,Revolving loans,Working,Secondary / secondary special,Separated,House / apartment,1,0,N,Y,0
170100.0,413700.0,18920.0,-20109,-1752,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
176200.0,359700.0,17650.0,-20091,-1011,1,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,1,0,N,N,0
266800.0,546800.0,31410.0,-16047,-216,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
105600.0,387600.0,23870.0,-23355,-2843,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,N,Y,1
96000.0,228300.0,11220.0,-9687,-250,2,Cash loans,Working,Higher education,Married,With parents,2,0,N,Y,0
81400.0,352000.0,22750.0,-7942,-1368,1,Cash loans,Working,Incomplete higher,Married,House / apartment,2,0,N,N,0
161400.0,515600.0,23120.0,-20047,-1370,2,Cash loans,Working,Higher education,Married,House / apartment,3,0,Y,Y,0
58300.0,177400.0,8410.0,-20642,-890,3,Revolving loans,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,3,0,N,N,1
185500.0,551400.0,37070.0,-9602,-1733,3,Revolving loans,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,Y,N,0
139400.0,511600.0,23280.0,-11938,-2702,2,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
259700.0,784600.0,51070.0,-7952,-1377,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
105200.0,225900.0,13620.0,-12384,-561,4,Cash loans,Working,Higher education,Single / not married,House / apartment,2,1,Y,N,0
133000.0,555500.0,24390.0,-20095,-5369,2,Revolving loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,2,1,N,Y,1
258100.0,763100.0,41650.0,-15994,-5922,2,Cash loans,Commercial associate,Higher education,Civil marriage,House / apartment,2,0,N,N,0
294100.0,588100.0,32640.0,-13264,-3068,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
104800.0,338400.0,22410.0,-13644,-3894,1,Cash loans,State servant,Secondary / secondary special,Single / not married,House / apartment,2,1,Y,Y,1
161300.0,572300.0,30300.0,-7692,-1117,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,0,N,Y,0
170600.0,434000.0,23270.0,-12488,-72,3,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
177500.0,703100.0,31590.0,-18059,-1562,1,Cash loans,State servant,Higher education,Widow,House / apartment,2,0,N,N,0
129100.0,465800.0,27300.0,-23326,-2511,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,Y,Y,1
279500.0,993900.0,47190.0,-21283,-5190,5,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,3,1,N,N,1
57200.0,168000.0,7390.0,-8049,-1474,1,Cash loans,Commercial associate,Higher education,Single / not married,House / apartment,2,1,N,Y,0
119300.0,524600.0,35630.0,-22111,-2887,2,Cash loans,Working,Secondary / secondary special,Married,Municipal apartment,2,0,N,Y,0
184200.0,467900.0,22930.0,-20257,-2229,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
185100.0,621900.0,28400.0,-20211,-601,2,Revolving loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,1,N,N,0
289600.0,762900.0,45920.0,-15030,-306,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
268100.0,1021700.0,64740.0,-14066,-2538,1,Cash loans,Commercial associate,Secondary / secondary special,Widow,House / apartment,3,0,N,Y,1
127700.0,246300.0,10750.0,-12538,-486,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,1,Y,Y,0
282100.0,542700.0,24280.0,-8726,-512,4,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,N,N,0
103100.0,411300.0,18240.0,-11338,-1885,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
234600.0,697400.0,30140.0,-11633,-2842,2,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,Y,Y,0
364100.0,990800.0,58600.0,-15449,-1594,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,3,0,N,Y,0
270300.0,929900.0,53280.0,-19682,-3949,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
155300.0,573900.0,33990.0,-15284,-433,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,1
124800.0,292400.0,16130.0,-8599,-531,2,Cash loans,Working,Lower secondary,Widow,House / apartment,2,0,N,N,0
68600.0,157800.0,9980.0,-23062,-1850,1,Cash loans,Commercial associate,Secondary / secondary special,Widow,House / apartment,3,0,Y,N,0
172000.0,754600.0,42420.0,-22820,-3229,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,Y,N,1
84300.0,286000.0,18840.0,-20289,-1415,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,0,Y,Y,0
99100.0,282800.0,15450.0,-23601,-36,3,Cash loans,Pensioner,Higher education,Separated,House / apartment,2,0,Y,Y,0
81200.0,321900.0,20140.0,-16420,-2063,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,1
117000.0,376500.0,19800.0,-23142,-3067,3,Revolving loans,Working,Higher education,Widow,With parents,1,0,N,N,0
145200.0,356100.0,18990.0,-8885,-591,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
168900.0,398300.0,25520.0,-13547,-101,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
109100.0,313300.0,14040.0,-11292,-1332,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
251400.0,1036200.0,58740.0,-10817,-78,2,Cash loans,Working,Higher education,Civil marriage,House / apartment,2,1,N,Y,0
132700.0,260900.0,15880.0,-9933,-982,2,Cash loans,Commercial associate,Secondary / secondary special,Widow,House / apartment,3,0,N,Y,0
99300.0,237300.0,14600.0,-17673,-36,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
164900.0,694500.0,39850.0,-20226,-465,2,Cash loans,Working,Secondary / secondary special,Married,With parents,2,0,N,Y,1
393100.0,836800.0,44890.0,-16964,-899,2,Cash loans,Pensioner,Higher education,Separated,House / apartment,3,0,N,Y,0
174100.0,609300.0,29720.0,-10032,-216,2,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,Y,Y,0
122800.0,291800.0,19160.0,-20705,-221,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
68600.0,235700.0,12170.0,-17890,-3204,4,Cash loans,Commercial associate,Higher education,Civil marriage,House / apartment,2,0,Y,N,0
132000.0,374100.0,23480.0,-13908,-77,2,Cash loans,Pensioner,Higher education,Married,House / apartment,2,0,N,Y,0
165600.0,343500.0,14710.0,-18504,-2132,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
121300.0,409100.0,19650.0,-11847,-3076,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,Y,1
64000.0,233200.0,11890.0,-13217,-255,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
96300.0,350200.0,20820.0,-22415,-396,1,Cash loans,Working,Higher education,Married,House / apartment,3,1,N,Y,0
304800.0,1072900.0,53970.0,-12338,-1873,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,N,Y,0
301600.0,950200.0,40930.0,-15223,-692,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
94500.0,302600.0,14080.0,-21975,-1181,2,Cash loans,Working,Higher education,Married,With parents,2,1,N,Y,1
206200.0,725000.0,35340.0,-19044,-3301,2,Cash loans,Pensioner,Higher education,Married,House / apartment,3,1,N,N,0
81700.0,299300.0,13940.0,-8669,-271,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,0
297200.0,1060500.0,50160.0,-10037,-1765,1,Cash loans,Working,Higher education,Widow,House / apartment,2,0,N,N,0
166500.0,563600.0,34940.0,-7796,-1221,1,Cash loans,State servant,Secondary / secondary special,Widow,House / apartment,2,0,N,Y,0
236800.0,525900.0,27720.0,-17809,-108,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
62500.0,148000.0,7780.0,-14864,-113,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,N,0
206700.0,517300.0,34730.0,-9828,-1477,2,Cash loans,Pensioner,Higher education,Civil marriage,House / apartment,3,0,Y,Y,0
146700.0,628300.0,33690.0,-23065,-5881,1,Cash loans,Working,Incomplete higher,Separated,House / apartment,2,0,N,N,0
225500.0,868300.0,57410.0,-16182,-454,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
232700.0,766200.0,38140.0,-11557,-733,3,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2,0,Y,Y,0
152200.0,377500.0,19790.0,-15715,-189,2,Revolving loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
109100.0,229000.0,11980.0,-18592,-821,4,Revolving loans,Working,Higher education,Single / not married,House / apartment,1,0,N,N,0
217500.0,919300.0,51660.0,-8895,-82,2,Cash loans,Working,Higher education,Civil marriage,House / apartment,2,0,N,N,0
142900.0,601600.0,34410.0,-12085,-899,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,1,N,Y,1
95200.0,199800.0,9680.0,-20638,-1480,2,Cash loans,Working,Secondary / secondary special,Married,With parents,3,0,Y,Y,1
93000.0,367600.0,23020.0,-15057,-6737,2,Cash loans,Working,Incomplete higher,Married,House / apartment,2,0,N,N,0
70400.0,211600.0,11620.0,-16454,-3115,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
114100.0,305200.0,12870.0,-14626,-3152,4,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
255600.0,970200.0,55670.0,-8375,-472,2,Cash loans,Working,Higher education,Married,House / apartment,3,0,N,Y,0
161000.0,556800.0,34940.0,-10334,-166,2,Cash loans,Working,Higher education,Civil marriage,House / apartment,2,1,Y,N,0
113000.0,441400.0,21410.0,-14830,-1687,3,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,1
220200.0,440600.0,18940.0,-11032,-1344,3,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
97100.0,258300.0,16270.0,-8473,-1327,2,Cash loans,Working,Higher education,Married,House / apartment,3,0,N,Y,0
154500.0,411300.0,27710.0,-21228,-210,1,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,1,Y,Y,0
134600.0,362100.0,15930.0,-23438,-1243,5,Cash loans,Pensioner,Higher education,Single / not married,House / apartment,3,0,N,Y,0
217400.0,686300.0,45560.0,-20416,-297,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
